78887i8p2026-04-02 04:26:17,234  INFO      Stage 5 Training Loop — Start
2026-04-04 12:41:42,302  INFO      Epoch  12 | TrainLoss 0.2463 (BCE 0.4853 Huber 0.0074) | ValLoss 0.2472 (BCE 0.4873 Huber 0.0071) | Gap -0.0008 | ValAcc H1=0.542 H5=0.543 H20=0.528 | LR 2.00e-04 | GradNorm 0.020
2026-04-04 12:47:30,426  INFO      Epoch  13 | TrainLoss 0.2461 (BCE 0.4849 Huber 0.0074) | ValLoss 0.2470 (BCE 0.4870 Huber 0.0070) | Gap -0.0009 | ValAcc H1=0.548 H5=0.543 H20=0.528 | LR 1.85e-04 | GradNorm 0.021
2026-04-04 12:53:18,280  INFO      Epoch  14 | TrainLoss 0.2460 (BCE 0.4846 Huber 0.0073) | ValLoss 0.2470 (BCE 0.4869 Huber 0.0071) | Gap -0.0010 | ValAcc H1=0.548 H5=0.545 H20=0.526 | LR 1.70e-04 | GradNorm 0.023
2026-04-04 12:59:07,102  INFO      Epoch  15 | TrainLoss 0.2458 (BCE 0.4843 Huber 0.0073) | ValLoss 0.2474 (BCE 0.4877 Huber 0.0071) | Gap -0.0016 | ValAcc H1=0.544 H5=0.543 H20=0.528 | LR 1.55e-04 | GradNorm 0.024
2026-04-04 13:04:55,610  INFO      Epoch  16 | TrainLoss 0.2454 (BCE 0.4835 Huber 0.0074) | ValLoss 0.2475 (BCE 0.4879 Huber 0.0071) | Gap -0.0021 | ValAcc H1=0.545 H5=0.540 H20=0.527 | LR 1.40e-04 | GradNorm 0.027
2026-04-04 13:10:45,005  INFO      Epoch  17 | TrainLoss 0.2452 (BCE 0.4831 Huber 0.0073) | ValLoss 0.2476 (BCE 0.4881 Huber 0.0071) | Gap -0.0024 | ValAcc H1=0.544 H5=0.543 H20=0.524 | LR 1.25e-04 | GradNorm 0.030
2026-04-04 13:16:35,335  INFO      Epoch  18 | TrainLoss 0.2451 (BCE 0.4828 Huber 0.0073) | ValLoss 0.2485 (BCE 0.4899 Huber 0.0071) | Gap -0.0034 | ValAcc H1=0.542 H5=0.541 H20=0.527 | LR 1.10e-04 | GradNorm 0.033
2026-04-04 13:22:26,049  INFO      Epoch  19 | TrainLoss 0.2449 (BCE 0.4825 Huber 0.0073) | ValLoss 0.2475 (BCE 0.4880 Huber 0.0071) | Gap -0.0026 | ValAcc H1=0.545 H5=0.541 H20=0.528 | LR 9.61e-05 | GradNorm 0.034
2026-04-04 13:28:15,845  INFO      Epoch  20 | TrainLoss 0.2447 (BCE 0.4821 Huber 0.0073) | ValLoss 0.2475 (BCE 0.4878 Huber 0.0071) | Gap -0.0028 | ValAcc H1=0.546 H5=0.544 H20=0.528 | LR 8.25e-05 | GradNorm 0.037
2026-04-04 13:34:06,788  INFO      Epoch  21 | TrainLoss 0.2445 (BCE 0.4816 Huber 0.0073) | ValLoss 0.2484 (BCE 0.4897 Huber 0.0071) | Gap -0.0039 | ValAcc H1=0.546 H5=0.539 H20=0.527 | LR 6.98e-05 | GradNorm 0.039
2026-04-04 13:39:57,482  INFO      Epoch  22 | TrainLoss 0.2443 (BCE 0.4813 Huber 0.0073) | ValLoss 0.2480 (BCE 0.4889 Huber 0.0071) | Gap -0.0037 | ValAcc H1=0.545 H5=0.543 H20=0.531 | LR 5.80e-05 | GradNorm 0.042
2026-04-04 13:45:48,512  INFO      Epoch  23 | TrainLoss 0.2438 (BCE 0.4804 Huber 0.0073) | ValLoss 0.2479 (BCE 0.4887 Huber 0.0071) | Gap -0.0041 | ValAcc H1=0.544 H5=0.541 H20=0.529 | LR 4.73e-05 | GradNorm 0.044
2026-04-04 13:51:39,258  INFO      Epoch  24 | TrainLoss 0.2439 (BCE 0.4804 Huber 0.0073) | ValLoss 0.2483 (BCE 0.4896 Huber 0.0071) | Gap -0.0045 | ValAcc H1=0.543 H5=0.541 H20=0.528 | LR 3.77e-05 | GradNorm 0.046
2026-04-04 13:57:29,510  INFO      Epoch  25 | TrainLoss 0.2437 (BCE 0.4801 Huber 0.0073) | ValLoss 0.2480 (BCE 0.4889 Huber 0.0071) | Gap -0.0043 | ValAcc H1=0.546 H5=0.545 H20=0.532 | LR 2.94e-05 | GradNorm 0.048
2026-04-04 14:03:19,876  INFO      Epoch  26 | TrainLoss 0.2439 (BCE 0.4806 Huber 0.0073) | ValLoss 0.2478 (BCE 0.4886 Huber 0.0071) | Gap -0.0039 | ValAcc H1=0.547 H5=0.545 H20=0.530 | LR 2.26e-05 | GradNorm 0.046
2026-04-04 14:09:10,889  INFO      Epoch  27 | TrainLoss 0.2436 (BCE 0.4799 Huber 0.0073) | ValLoss 0.2480 (BCE 0.4890 Huber 0.0071) | Gap -0.0044 | ValAcc H1=0.545 H5=0.544 H20=0.531 | LR 1.71e-05 | GradNorm 0.048
2026-04-04 14:09:10,890  INFO        Early stopping at epoch 27 (no improvement for 20 epochs).
2026-04-04 14:09:10,891  INFO        Restored best weights (val_loss=0.2468  H1=0.546 H5=0.543 H20=0.525)
2026-04-04 14:09:10,891  INFO        SWA did not start (training ended before epoch 100)
2026-04-04 14:09:10,892  INFO        Restored best weights (val_loss=0.2468  H1=0.546 H5=0.543 H20=0.525)
2026-04-04 14:09:10,895  INFO        Saved checkpoint: models/base/checkpoint_fold_3.pt
2026-04-04 14:09:10,899  INFO        Saved metrics   : logs/training/fold_3_metrics.csv
2026-04-04 14:09:10,950  INFO      ============================================================
2026-04-04 14:09:10,951  INFO      Training complete. Cross-fold summary:
2026-04-04 14:09:10,951  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 14:09:10,951  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.543 H20=0.531  epochs=28
2026-04-04 14:09:10,951  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 14:09:10,951  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 14:09:10,952  INFO        Mean val acc  : 0.361 ± 0.002
2026-04-04 14:09:11,071  INFO        Base checkpoint saved: models/base/checkpoint_base_v1.pt  (from fold 2)
2026-04-04 14:09:11,071  INFO      Stage 5 complete.
2026-04-04 14:09:11,071  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 19:56:46,406  INFO      Stage 5 Training Loop — Start
2026-04-04 19:56:46,521  INFO      Device : cpu
2026-04-04 19:56:46,521  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=30
2026-04-04 19:56:46,523  INFO      Folds to train: [1, 2, 3]
2026-04-04 19:56:46,523  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 19:56:46,892  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 19:56:46,893  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 19:56:46,967  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 19:56:46,967  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 19:56:47,167  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 19:56:47,167  INFO      ============================================================
2026-04-04 19:56:47,167  INFO      Training complete. Cross-fold summary:
2026-04-04 19:56:47,167  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 19:56:47,167  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 19:56:47,167  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 19:56:47,169  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 19:56:47,169  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 19:56:47,169  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 19:56:47,169  INFO      Stage 5 complete.
2026-04-04 19:56:47,170  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 19:57:14,729  INFO      Stage 5 Training Loop — Start
2026-04-04 19:57:14,729  INFO      Device : cpu
2026-04-04 19:57:14,729  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=30
2026-04-04 19:57:14,730  INFO      Folds to train: [1, 2, 3]
2026-04-04 19:57:14,730  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 19:57:14,743  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 19:57:14,743  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 19:57:14,750  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 19:57:14,750  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 19:57:14,758  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 19:57:14,758  INFO      ============================================================
2026-04-04 19:57:14,758  INFO      Training complete. Cross-fold summary:
2026-04-04 19:57:14,758  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 19:57:14,758  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 19:57:14,758  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 19:57:14,758  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 19:57:14,758  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 19:57:14,759  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 19:57:14,759  INFO      Stage 5 complete.
2026-04-04 19:57:14,759  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 20:02:46,320  INFO      Stage 5 Training Loop — Start
2026-04-04 20:02:46,320  INFO      Device : cpu
2026-04-04 20:02:46,320  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=20
2026-04-04 20:02:46,321  INFO      Folds to train: [1, 2, 3]
2026-04-04 20:02:46,321  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 20:02:46,334  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 20:02:46,334  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 20:02:46,342  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 20:02:46,343  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 20:02:46,353  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 20:02:46,354  INFO      ============================================================
2026-04-04 20:02:46,354  INFO      Training complete. Cross-fold summary:
2026-04-04 20:02:46,354  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 20:02:46,354  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 20:02:46,354  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 20:02:46,354  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 20:02:46,354  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 20:02:46,354  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 20:02:46,354  INFO      Stage 5 complete.
2026-04-04 20:02:46,354  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 20:03:00,758  INFO      Stage 5 Training Loop — Start
2026-04-04 20:03:00,758  INFO      Device : cpu
2026-04-04 20:03:00,758  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=30
2026-04-04 20:03:00,759  INFO      Folds to train: [1, 2, 3]
2026-04-04 20:03:00,759  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 20:03:00,773  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 20:03:00,773  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 20:03:00,782  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 20:03:00,783  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 20:03:00,790  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 20:03:00,790  INFO      ============================================================
2026-04-04 20:03:00,790  INFO      Training complete. Cross-fold summary:
2026-04-04 20:03:00,791  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 20:03:00,791  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 20:03:00,791  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 20:03:00,791  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 20:03:00,791  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 20:03:00,791  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 20:03:00,791  INFO      Stage 5 complete.
2026-04-04 20:03:00,791  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 20:04:19,416  INFO      Stage 5 Training Loop — Start
2026-04-04 20:04:19,417  INFO      Device : cpu
2026-04-04 20:04:19,417  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=30
2026-04-04 20:04:19,417  INFO      Folds to train: [1, 2, 3]
2026-04-04 20:04:19,417  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 20:04:19,430  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 20:04:19,431  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 20:04:19,438  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 20:04:19,438  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 20:04:19,448  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 20:04:19,448  INFO      ============================================================
2026-04-04 20:04:19,448  INFO      Training complete. Cross-fold summary:
2026-04-04 20:04:19,448  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 20:04:19,449  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 20:04:19,449  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 20:04:19,449  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 20:04:19,449  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 20:04:19,449  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 20:04:19,449  INFO      Stage 5 complete.
2026-04-04 20:04:19,449  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 20:10:05,558  INFO      Stage 5 Training Loop — Start
2026-04-04 20:10:05,558  INFO      Device : cpu
2026-04-04 20:10:05,558  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=30
2026-04-04 20:10:05,559  INFO      Folds to train: [1, 2, 3]
2026-04-04 20:10:05,559  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 20:10:05,572  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 20:10:05,572  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 20:10:05,580  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 20:10:05,580  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 20:10:05,587  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 20:10:05,587  INFO      ============================================================
2026-04-04 20:10:05,587  INFO      Training complete. Cross-fold summary:
2026-04-04 20:10:05,587  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 20:10:05,587  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 20:10:05,587  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 20:10:05,588  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 20:10:05,588  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 20:10:05,588  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 20:10:05,588  INFO      Stage 5 complete.
2026-04-04 20:10:05,588  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 20:11:43,880  INFO      Stage 5 Training Loop — Start
2026-04-04 20:11:43,916  INFO      Device : cpu
2026-04-04 20:11:43,916  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=20
2026-04-04 20:11:43,917  INFO      Folds to train: [1, 2, 3]
2026-04-04 20:11:43,917  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 20:11:43,935  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 20:11:43,935  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 20:11:43,945  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 20:11:43,945  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 20:11:43,955  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 20:11:43,955  INFO      ============================================================
2026-04-04 20:11:43,955  INFO      Training complete. Cross-fold summary:
2026-04-04 20:11:43,955  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 20:11:43,955  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 20:11:43,955  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 20:11:43,955  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 20:11:43,955  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 20:11:43,956  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 20:11:43,956  INFO      Stage 5 complete.
2026-04-04 20:11:43,956  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
2026-04-04 20:11:55,870  INFO      Stage 5 Training Loop — Start
2026-04-04 20:11:55,870  INFO      Device : cpu
2026-04-04 20:11:55,870  INFO      Config : LR=3e-04  Batch=256  MaxEpochs=200  Patience=30
2026-04-04 20:11:55,871  INFO      Folds to train: [1, 2, 3]
2026-04-04 20:11:55,871  INFO      Fold 1 checkpoint already exists — skipping.
2026-04-04 20:11:55,883  INFO        Recovered from metrics CSV — H1=0.538 H5=0.530 H20=0.521
2026-04-04 20:11:55,884  INFO      Fold 2 checkpoint already exists — skipping.
2026-04-04 20:11:55,891  INFO        Recovered from metrics CSV — H1=0.550 H5=0.547 H20=0.536
2026-04-04 20:11:55,891  INFO      Fold 3 checkpoint already exists — skipping.
2026-04-04 20:11:55,902  INFO        Recovered from metrics CSV — H1=0.546 H5=0.543 H20=0.525
2026-04-04 20:11:55,902  INFO      ============================================================
2026-04-04 20:11:55,902  INFO      Training complete. Cross-fold summary:
2026-04-04 20:11:55,902  INFO        Fold 1: best_val_loss=0.2484  best_val_acc H1=0.538 H5=0.530 H20=0.521  epochs=25
2026-04-04 20:11:55,902  INFO        Fold 2: best_val_loss=0.2466  best_val_acc H1=0.550 H5=0.547 H20=0.536  epochs=28
2026-04-04 20:11:55,902  INFO        Fold 3: best_val_loss=0.2468  best_val_acc H1=0.546 H5=0.543 H20=0.525  epochs=27
2026-04-04 20:11:55,903  INFO        Mean val loss : 0.2473 ± 0.0008
2026-04-04 20:11:55,903  INFO        Mean val acc  : 0.537 ± 0.006
2026-04-04 20:11:55,903  INFO        Base checkpoint already exists — not overwritten: models/base/checkpoint_base_v1.pt
2026-04-04 20:11:55,903  INFO      Stage 5 complete.
2026-04-04 20:11:55,903  INFO      Next step: run evaluation.py (Stage 7) on the test splits.
